transaction_id,date,company,customer_id,volume_kg,price_per_kg,cost_per_kg,product,region
9251,2024-11-26,Campanya,1545,2661,1.18,0.65,Dairy,East
9252,2024-06-07,Campanya,1954,2910,1.2,0.68,Dairy,East
9253,2024-05-07,Campanya,1020,2641,1.11,0.69,Dairy,West
9254,2024-07-08,Campanya,1695,1359,1.27,0.69,Dairy,East
9255,2024-01-31,Campanya,1804,840,1.12,0.66,Dairy,North
9256,2024-12-24,Campanya,1575,1780,1.09,0.65,Dairy,North
9257,2024-01-15,Campanya,1496,424,1.14,0.58,Dairy,West
9258,2024-11-08,Campanya,1402,1179,1.08,0.78,Dairy,North
9259,2024-03-15,Campanya,1123,2461,1.19,0.7,Dairy,East
9260,2024-02-03,Campanya,1612,1334,1.14,0.68,Dairy,North
9261,2024-12-24,Campanya,1118,202,1.22,0.66,Dairy,West
9262,2024-07-14,Campanya,1852,2586,1.14,0.7,Dairy,North
9263,2024-11-26,Campanya,1589,916,1.14,0.69,Dairy,South
9264,2024-01-29,Campanya,1969,846,1.11,0.79,Dairy,West
9265,2024-07-12,Campanya,1692,2185,1.22,0.68,Dairy,East
9266,2024-01-16,Campanya,1710,912,1.13,0.68,Dairy,South
9267,2024-03-17,Campanya,1476,1347,1.17,0.74,Dairy,East
9268,2024-10-19,Campanya,1958,1416,1.24,0.73,Dairy,West
9269,2024-03-21,Campanya,1871,1819,1.14,0.64,Dairy,North
9270,2024-05-03,Campanya,1701,2302,1.14,0.73,Dairy,North
9271,2024-01-19,Campanya,1839,1155,1.13,0.76,Dairy,South
9272,2024-04-11,Campanya,1102,2030,1.17,0.77,Dairy,South
9273,2024-03-17,Campanya,1332,2636,1.22,0.64,Dairy,South
9274,2024-08-16,Campanya,1877,1885,1.22,0.7,Dairy,South
9275,2024-10-23,Campanya,1786,1456,1.19,0.65,Dairy,West
9276,2024-07-21,Campanya,1458,1889,1.26,0.74,Dairy,South
9277,2024-03-01,Campanya,1129,1781,1.16,0.71,Dairy,South
9278,2024-01-26,Campanya,1752,1864,1.28,0.76,Dairy,East
9279,2024-03-11,Campanya,1133,2387,1.24,0.73,Dairy,West
9280,2024-04-12,Campanya,1156,2493,1.09,0.65,Dairy,East
9281,2024-11-21,Campanya,1424,1498,1.22,0.7,Dairy,South
9282,2024-12-28,Campanya,1434,2163,0.98,0.66,Dairy,West
9283,2024-06-05,Campanya,1388,686,1.26,0.65,Dairy,East
9284,2024-12-28,Campanya,1936,359,1.14,0.67,Dairy,North
9285,2024-12-24,Campanya,1317,2018,1.08,0.71,Dairy,East
9286,2024-07-12,Campanya,1669,2508,0.99,0.65,Dairy,West
9287,2024-10-01,Campanya,1504,1522,1.14,0.71,Dairy,South
9288,2024-11-19,Campanya,1870,2607,1.26,0.63,Dairy,East
9289,2024-07-04,Campanya,1189,2046,1.17,0.6,Dairy,North
9290,2024-11-21,Campanya,1611,1886,1.11,0.79,Dairy,North
9291,2024-04-22,Campanya,1410,199,1.13,0.68,Dairy,East
9292,2024-11-08,Campanya,1945,2902,1.27,0.69,Dairy,South
9293,2024-06-13,Campanya,1977,2442,1.21,0.68,Dairy,South
9294,2024-03-01,Campanya,1051,1028,1.15,0.73,Dairy,South
9295,2024-04-01,Campanya,1560,1567,1.23,0.71,Dairy,South
9296,2024-10-12,Campanya,1445,427,1.22,0.74,Dairy,North
9297,2024-06-01,Campanya,1611,1451,1.07,0.71,Dairy,North
9298,2024-08-12,Campanya,1443,2911,1.12,0.7,Dairy,South
9299,2024-05-06,Campanya,1381,1165,1.28,0.75,Dairy,South
9300,2024-07-11,Campanya,1762,2389,1.21,0.68,Dairy,West
9301,2024-04-24,Campanya,1373,1465,1.31,0.7,Dairy,South
9302,2024-09-18,Campanya,1975,558,1.2,0.69,Dairy,East
9303,2024-01-18,Campanya,1565,2814,1.09,0.77,Dairy,South
9304,2024-01-10,Campanya,1374,1508,1.15,0.72,Dairy,South
9305,2024-04-01,Campanya,1388,1610,1.22,0.7,Dairy,East
9306,2024-05-18,Campanya,1648,319,1.15,0.59,Dairy,East
9307,2024-11-28,Campanya,1673,958,1.16,0.72,Dairy,South
9308,2024-12-22,Campanya,1865,2411,1.33,0.74,Dairy,South
9309,2024-12-05,Campanya,1803,2268,1.13,0.75,Dairy,West
9310,2024-02-21,Campanya,1478,1403,1.18,0.69,Dairy,East
9311,2024-07-13,Campanya,1403,534,1.17,0.73,Dairy,West
9312,2024-07-24,Campanya,1592,1369,1.23,0.72,Dairy,West
9313,2024-10-13,Campanya,1467,2631,1.17,0.6,Dairy,East
9314,2024-12-31,Campanya,1731,379,1.16,0.76,Dairy,North
9315,2024-04-02,Campanya,1596,2861,1.33,0.69,Dairy,South
9316,2024-11-04,Campanya,1504,167,1.14,0.71,Dairy,East
9317,2024-05-24,Campanya,1082,1771,1.22,0.67,Dairy,North
9318,2024-03-26,Campanya,1318,842,1.03,0.73,Dairy,East
9319,2024-06-01,Campanya,1066,1387,1.15,0.72,Dairy,West
9320,2024-01-02,Campanya,1413,2112,1.14,0.62,Dairy,West
9321,2024-12-07,Campanya,1452,1805,1.14,0.67,Dairy,East
9322,2024-09-16,Campanya,1745,1546,1.0,0.77,Dairy,East
9323,2024-06-12,Campanya,1197,390,1.12,0.74,Dairy,West
9324,2024-01-06,Campanya,1258,2316,1.07,0.68,Dairy,South
9325,2024-05-28,Campanya,1688,1585,1.25,0.68,Dairy,South
9326,2024-07-23,Campanya,1297,655,1.07,0.66,Dairy,East
9327,2024-04-27,Campanya,1279,452,1.21,0.66,Dairy,East
9328,2024-03-29,Campanya,1299,1363,1.21,0.71,Dairy,West
9329,2024-06-02,Campanya,1128,1926,1.1,0.78,Dairy,South
9330,2024-06-15,Campanya,1497,382,1.07,0.68,Dairy,South
9331,2024-06-09,Campanya,1882,1705,1.12,0.7,Dairy,North
9332,2024-09-26,Campanya,1437,555,1.11,0.66,Dairy,East
9333,2024-02-25,Campanya,1691,1104,1.06,0.7,Dairy,South
9334,2024-08-15,Campanya,1291,2624,1.12,0.72,Dairy,East
9335,2024-12-02,Campanya,1206,1971,1.18,0.79,Dairy,North
9336,2024-05-28,Campanya,1293,2432,1.04,0.76,Dairy,East
9337,2024-02-15,Campanya,1939,2178,1.13,0.76,Dairy,East
9338,2024-05-23,Campanya,1849,2595,1.1,0.68,Dairy,East
9339,2024-08-25,Campanya,1982,2361,1.16,0.65,Dairy,South
9340,2024-09-28,Campanya,1686,1837,1.32,0.7,Dairy,West
9341,2024-04-29,Campanya,1028,2544,1.01,0.67,Dairy,West
9342,2024-12-05,Campanya,1178,436,1.14,0.68,Dairy,South
9343,2024-08-07,Campanya,1040,1067,1.18,0.71,Dairy,North
9344,2024-01-08,Campanya,1469,1002,1.1,0.73,Dairy,East
9345,2024-12-09,Campanya,1191,771,1.18,0.76,Dairy,East
9346,2024-10-01,Campanya,1343,1403,1.02,0.73,Dairy,East
9347,2024-12-18,Campanya,1748,868,1.12,0.71,Dairy,West
9348,2024-03-06,Campanya,1815,2770,0.91,0.66,Dairy,West
9349,2024-03-19,Campanya,1972,2706,1.13,0.76,Dairy,East
9350,2024-03-26,Campanya,1736,1814,1.04,0.74,Dairy,East
9351,2024-05-03,Campanya,1625,2695,1.18,0.68,Dairy,North
9352,2024-07-20,Campanya,1277,2701,1.28,0.74,Dairy,South
9353,2024-05-29,Campanya,1354,578,1.17,0.71,Dairy,South
9354,2024-02-15,Campanya,1528,943,1.14,0.76,Dairy,South
9355,2024-04-22,Campanya,1085,1725,1.1,0.69,Dairy,East
9356,2024-03-31,Campanya,1900,1980,1.12,0.69,Dairy,South
9357,2024-05-20,Campanya,1316,2217,1.13,0.62,Dairy,East
9358,2024-10-15,Campanya,1856,604,1.15,0.68,Dairy,North
9359,2024-08-05,Campanya,1901,209,1.19,0.78,Dairy,North
9360,2024-03-17,Campanya,1692,1505,1.08,0.83,Dairy,South
9361,2024-11-29,Campanya,1336,496,1.25,0.72,Dairy,North
9362,2024-05-31,Campanya,1862,450,1.13,0.68,Dairy,North
9363,2024-11-18,Campanya,1144,1657,1.15,0.69,Dairy,West
9364,2024-08-26,Campanya,1314,2936,1.27,0.7,Dairy,South
9365,2024-04-24,Campanya,1224,2568,0.96,0.68,Dairy,West
9366,2024-11-14,Campanya,1422,1021,0.92,0.74,Dairy,North
9367,2024-04-03,Campanya,1053,2141,1.19,0.63,Dairy,West
9368,2024-02-17,Campanya,1893,210,1.15,0.7,Dairy,East
9369,2024-07-09,Campanya,1943,308,1.28,0.79,Dairy,East
9370,2024-01-12,Campanya,1932,1865,1.05,0.75,Dairy,West
9371,2024-06-04,Campanya,1815,1301,1.19,0.8,Dairy,East
9372,2024-06-20,Campanya,1067,1885,1.12,0.69,Dairy,North
9373,2024-10-22,Campanya,1618,2572,1.24,0.67,Dairy,West
9374,2024-06-25,Campanya,1333,2475,0.95,0.72,Dairy,West
9375,2024-12-06,Campanya,1076,2007,1.13,0.66,Dairy,East
9376,2024-02-26,Campanya,1538,110,1.22,0.67,Dairy,North
9377,2024-12-08,Campanya,1855,955,1.08,0.69,Dairy,West
9378,2024-12-05,Campanya,1154,1358,1.15,0.76,Dairy,East
9379,2024-07-21,Campanya,1071,2401,1.15,0.75,Dairy,South
9380,2024-07-03,Campanya,1500,1689,1.18,0.73,Dairy,West
9381,2024-04-30,Campanya,1446,1601,1.05,0.71,Dairy,North
9382,2024-08-13,Campanya,1691,228,1.11,0.79,Dairy,North
9383,2024-07-20,Campanya,1558,199,1.19,0.72,Dairy,East
9384,2024-11-25,Campanya,1753,389,1.22,0.65,Dairy,South
9385,2024-12-28,Campanya,1358,1692,1.17,0.71,Dairy,South
9386,2024-12-21,Campanya,1276,1776,1.12,0.65,Dairy,North
9387,2024-08-03,Campanya,1882,1248,1.16,0.67,Dairy,West
9388,2024-02-12,Campanya,1312,1944,1.23,0.77,Dairy,South
9389,2024-01-23,Campanya,1104,2793,1.17,0.72,Dairy,West
9390,2024-06-03,Campanya,1970,1927,1.04,0.71,Dairy,East
9391,2024-07-04,Campanya,1094,764,1.05,0.71,Dairy,South
9392,2024-09-05,Campanya,1218,1470,1.15,0.7,Dairy,West
9393,2024-08-24,Campanya,1681,797,1.0,0.59,Dairy,South
9394,2024-10-19,Campanya,1877,282,1.22,0.74,Dairy,South
9395,2024-05-13,Campanya,1943,450,1.07,0.73,Dairy,North
9396,2024-11-16,Campanya,1794,1919,1.05,0.71,Dairy,East
9397,2024-01-22,Campanya,1127,1501,1.3,0.67,Dairy,West
9398,2024-12-26,Campanya,1199,2855,1.1,0.79,Dairy,East
9399,2024-03-28,Campanya,1928,1588,1.18,0.68,Dairy,East
9400,2024-06-01,Campanya,1331,777,1.2,0.66,Dairy,West
9401,2024-05-04,Campanya,1546,2949,1.28,0.71,Dairy,South
9402,2024-03-19,Campanya,1865,439,1.1,0.74,Dairy,West
9403,2024-12-11,Campanya,1655,210,1.17,0.72,Dairy,South
9404,2024-02-20,Campanya,1291,2408,1.14,0.73,Dairy,East
9405,2024-08-03,Campanya,1065,1311,1.37,0.76,Dairy,North
9406,2024-06-24,Campanya,1971,2518,0.97,0.71,Dairy,East
9407,2024-12-23,Campanya,1730,1820,1.14,0.77,Dairy,South
9408,2024-09-09,Campanya,1567,1922,1.15,0.73,Dairy,North
9409,2024-09-02,Campanya,1656,2751,1.14,0.7,Dairy,North
9410,2024-08-14,Campanya,1403,2596,1.02,0.68,Dairy,East
9411,2024-04-15,Campanya,1724,1829,0.98,0.77,Dairy,East
9412,2024-07-11,Campanya,1605,1995,1.01,0.73,Dairy,East
9413,2024-11-11,Campanya,1617,1511,1.23,0.68,Dairy,South
9414,2024-10-28,Campanya,1595,1461,1.15,0.68,Dairy,West
9415,2024-02-05,Campanya,1647,2043,0.99,0.65,Dairy,North
9416,2024-07-22,Campanya,1145,1452,1.28,0.79,Dairy,North
9417,2024-09-23,Campanya,1760,755,1.33,0.72,Dairy,North
9418,2024-09-24,Campanya,1529,2296,1.18,0.77,Dairy,North
9419,2024-06-18,Campanya,1401,449,1.19,0.81,Dairy,West
9420,2024-02-08,Campanya,1124,2470,1.16,0.79,Dairy,South
9421,2024-05-18,Campanya,1513,1243,1.09,0.68,Dairy,East
9422,2024-10-18,Campanya,1331,1104,0.99,0.85,Dairy,West
9423,2024-02-21,Campanya,1479,497,1.05,0.74,Dairy,East
9424,2024-10-13,Campanya,1711,745,1.15,0.64,Dairy,East
9425,2024-10-15,Campanya,1946,512,1.2,0.71,Dairy,South
9426,2024-05-20,Campanya,1649,136,1.13,0.71,Dairy,East
9427,2024-05-25,Campanya,1714,2334,1.14,0.72,Dairy,East
9428,2024-11-09,Campanya,1397,519,1.15,0.72,Dairy,South
9429,2024-07-02,Campanya,1793,2872,1.16,0.73,Dairy,East
9430,2024-05-31,Campanya,1814,1583,1.1,0.67,Dairy,West
9431,2024-07-19,Campanya,1029,2334,1.19,0.72,Dairy,West
9432,2024-05-07,Campanya,1055,2618,1.05,0.68,Dairy,South
9433,2024-10-13,Campanya,1630,1201,1.18,0.71,Dairy,East
9434,2024-11-06,Campanya,1937,2083,1.01,0.69,Dairy,South
9435,2024-09-09,Campanya,1131,2062,1.04,0.68,Dairy,East
9436,2024-09-22,Campanya,1230,1497,1.09,0.74,Dairy,East
9437,2024-07-06,Campanya,1394,909,1.17,0.73,Dairy,West
9438,2024-08-17,Campanya,1151,2477,1.17,0.72,Dairy,North
9439,2024-09-27,Campanya,1501,1057,1.07,0.68,Dairy,North
9440,2024-09-15,Campanya,1981,419,1.02,0.73,Dairy,East
9441,2024-10-25,Campanya,1962,2622,1.26,0.7,Dairy,East
9442,2024-07-16,Campanya,1932,2973,1.16,0.68,Dairy,East
9443,2024-11-18,Campanya,1505,613,1.14,0.75,Dairy,North
9444,2024-02-25,Campanya,1385,433,1.18,0.74,Dairy,East
9445,2024-11-14,Campanya,1907,1194,1.06,0.55,Dairy,South
9446,2024-07-21,Campanya,1532,2612,1.25,0.59,Dairy,North
9447,2024-09-27,Campanya,1964,823,1.2,0.78,Dairy,West
9448,2024-04-18,Campanya,1966,107,1.12,0.64,Dairy,East
9449,2024-04-25,Campanya,1447,1819,1.14,0.63,Dairy,West
9450,2024-04-01,Campanya,1579,2103,1.13,0.69,Dairy,South
9451,2024-05-17,Campanya,1125,263,1.27,0.71,Dairy,East
9452,2024-10-29,Campanya,1554,880,1.19,0.68,Dairy,West
9453,2024-02-26,Campanya,1693,1418,1.2,0.55,Dairy,South
9454,2024-02-19,Campanya,1488,2505,1.16,0.71,Dairy,West
9455,2024-03-11,Campanya,1611,2228,1.15,0.79,Dairy,South
9456,2024-03-22,Campanya,1890,2921,1.32,0.63,Dairy,North
9457,2024-04-14,Campanya,1445,1398,1.12,0.78,Dairy,East
9458,2024-03-28,Campanya,1469,1020,1.17,0.69,Dairy,South
9459,2024-01-02,Campanya,1348,1740,1.34,0.79,Dairy,West
9460,2024-12-25,Campanya,1507,1944,1.27,0.73,Dairy,West
9461,2024-03-24,Campanya,1456,2972,1.18,0.67,Dairy,North
9462,2024-02-12,Campanya,1985,1690,1.01,0.73,Dairy,West
9463,2024-06-02,Campanya,1907,1202,1.35,0.77,Dairy,South
9464,2024-11-22,Campanya,1751,779,1.13,0.63,Dairy,East
9465,2024-04-03,Campanya,1384,1351,1.16,0.71,Dairy,North
9466,2024-10-24,Campanya,1711,537,1.24,0.75,Dairy,North
9467,2024-05-12,Campanya,1928,1045,1.13,0.68,Dairy,South
9468,2024-03-05,Campanya,1447,1383,1.17,0.63,Dairy,North
9469,2024-10-16,Campanya,1627,2923,1.16,0.8,Dairy,South
9470,2024-09-13,Campanya,1114,2823,1.12,0.61,Dairy,East
9471,2024-07-31,Campanya,1451,109,1.18,0.68,Dairy,East
9472,2024-05-27,Campanya,1653,257,1.09,0.7,Dairy,South
9473,2024-03-01,Campanya,1118,2931,1.05,0.8,Dairy,South
9474,2024-05-28,Campanya,1092,1281,1.2,0.59,Dairy,South
9475,2024-03-28,Campanya,1909,2467,1.26,0.7,Dairy,South
9476,2024-11-19,Campanya,1520,1325,1.08,0.67,Dairy,South
9477,2024-10-04,Campanya,1584,220,1.1,0.67,Dairy,South
9478,2024-03-22,Campanya,1537,2286,1.15,0.78,Dairy,North
9479,2024-05-08,Campanya,1432,773,1.15,0.65,Dairy,South
9480,2024-10-12,Campanya,1750,2127,0.97,0.64,Dairy,South
9481,2024-12-18,Campanya,1873,1383,1.11,0.64,Dairy,North
9482,2024-10-06,Campanya,1144,1556,1.31,0.71,Dairy,North
9483,2024-09-26,Campanya,1067,143,1.28,0.7,Dairy,West
9484,2024-10-18,Campanya,1699,915,1.3,0.69,Dairy,East
9485,2024-07-21,Campanya,1877,1478,1.21,0.67,Dairy,West
9486,2024-01-24,Campanya,1130,197,1.1,0.77,Dairy,North
9487,2024-12-16,Campanya,1732,1994,1.17,0.6,Dairy,South
9488,2024-11-06,Campanya,1280,2386,1.2,0.76,Dairy,East
9489,2024-07-26,Campanya,1788,574,1.12,0.63,Dairy,South
9490,2024-10-06,Campanya,1651,2671,0.99,0.75,Dairy,South
9491,2024-07-23,Campanya,1565,2704,1.23,0.74,Dairy,West
9492,2024-05-31,Campanya,1512,1515,1.11,0.73,Dairy,North
9493,2024-01-26,Campanya,1639,108,1.21,0.7,Dairy,East
9494,2024-07-12,Campanya,1000,1636,1.01,0.68,Dairy,West
9495,2024-12-01,Campanya,1684,1512,1.09,0.71,Dairy,North
9496,2024-08-25,Campanya,1941,1962,1.18,0.76,Dairy,South
9497,2024-11-16,Campanya,1431,1333,1.21,0.68,Dairy,West
9498,2024-03-15,Campanya,1390,715,1.22,0.67,Dairy,East
9499,2024-06-11,Campanya,1265,2299,1.14,0.7,Dairy,South
9500,2024-10-25,Campanya,1398,2557,1.17,0.69,Dairy,East
9501,2024-01-29,Campanya,1807,109,1.19,0.69,Dairy,South
9502,2024-06-13,Campanya,1255,651,1.18,0.78,Dairy,East
9503,2024-12-02,Campanya,1394,2703,1.2,0.66,Dairy,North
9504,2024-07-04,Campanya,1951,979,1.05,0.76,Dairy,North
9505,2024-02-23,Campanya,1173,367,1.32,0.75,Dairy,North
9506,2024-10-21,Campanya,1044,2814,1.13,0.63,Dairy,North
9507,2024-02-11,Campanya,1854,550,1.14,0.66,Dairy,North
9508,2024-10-11,Campanya,1140,2741,1.12,0.7,Dairy,East
9509,2024-05-17,Campanya,1538,2545,1.17,0.7,Dairy,West
9510,2024-07-05,Campanya,1744,1491,1.02,0.67,Dairy,North
9511,2024-07-22,Campanya,1720,1182,1.11,0.75,Dairy,North
9512,2024-02-11,Campanya,1049,393,0.98,0.71,Dairy,East
9513,2024-12-15,Campanya,1060,2935,1.11,0.7,Dairy,North
9514,2024-10-14,Campanya,1242,1051,1.16,0.76,Dairy,East
9515,2024-01-26,Campanya,1268,968,1.2,0.66,Dairy,East
9516,2024-02-25,Campanya,1139,209,1.14,0.67,Dairy,North
9517,2024-09-09,Campanya,1156,1665,1.18,0.68,Dairy,West
9518,2024-05-01,Campanya,1596,2254,1.0,0.63,Dairy,North
9519,2024-04-15,Campanya,1595,1112,1.16,0.7,Dairy,West
9520,2024-05-09,Campanya,1275,2444,1.26,0.73,Dairy,South
9521,2024-12-02,Campanya,1030,2986,1.19,0.64,Dairy,North
9522,2024-06-06,Campanya,1007,1954,1.08,0.65,Dairy,North
9523,2024-08-18,Campanya,1791,2088,1.17,0.7,Dairy,East
9524,2024-11-03,Campanya,1714,944,1.27,0.72,Dairy,South
9525,2024-03-31,Campanya,1934,1807,1.2,0.69,Dairy,West
9526,2024-01-22,Campanya,1032,2226,1.2,0.68,Dairy,North
9527,2024-10-16,Campanya,1809,2107,1.08,0.77,Dairy,East
9528,2024-04-19,Campanya,1654,1373,1.12,0.67,Dairy,North
9529,2024-02-18,Campanya,1451,2877,1.14,0.78,Dairy,West
9530,2024-05-08,Campanya,1448,438,1.31,0.67,Dairy,East
9531,2024-03-13,Campanya,1927,2204,1.07,0.73,Dairy,West
9532,2024-12-05,Campanya,1906,246,1.17,0.67,Dairy,South
9533,2024-02-22,Campanya,1861,845,1.21,0.68,Dairy,North
9534,2024-12-21,Campanya,1036,1140,1.22,0.67,Dairy,East
9535,2024-06-16,Campanya,1658,2515,1.13,0.74,Dairy,South
9536,2024-02-14,Campanya,1946,2856,1.12,0.78,Dairy,North
9537,2024-04-14,Campanya,1739,1312,1.32,0.71,Dairy,West
9538,2024-05-29,Campanya,1033,2395,1.13,0.65,Dairy,East
9539,2024-05-25,Campanya,1454,2297,1.11,0.73,Dairy,West
9540,2024-07-22,Campanya,1443,813,1.23,0.77,Dairy,West
9541,2024-12-27,Campanya,1236,2364,1.16,0.74,Dairy,North
9542,2024-10-25,Campanya,1211,2817,1.03,0.63,Dairy,West
9543,2024-06-15,Campanya,1820,1710,1.24,0.67,Dairy,West
9544,2024-07-19,Campanya,1139,1518,1.11,0.66,Dairy,South
9545,2024-05-13,Campanya,1701,1886,1.11,0.7,Dairy,North
9546,2024-07-29,Campanya,1607,403,1.39,0.73,Dairy,North
9547,2024-02-17,Campanya,1705,1681,1.13,0.76,Dairy,North
9548,2024-05-05,Campanya,1981,2550,1.16,0.72,Dairy,North
9549,2024-08-26,Campanya,1360,1977,1.23,0.78,Dairy,North
9550,2024-01-07,Campanya,1303,479,1.07,0.79,Dairy,South
9551,2024-09-28,Campanya,1295,2599,1.2,0.77,Dairy,West
9552,2024-02-06,Campanya,1151,793,1.23,0.67,Dairy,East
9553,2024-07-29,Campanya,1945,1718,1.27,0.73,Dairy,East
9554,2024-06-13,Campanya,1222,2292,1.21,0.73,Dairy,North
9555,2024-05-04,Campanya,1195,149,1.05,0.79,Dairy,North
9556,2024-12-02,Campanya,1599,1547,1.19,0.86,Dairy,South
9557,2024-07-10,Campanya,1298,2490,1.03,0.68,Dairy,South
9558,2024-08-05,Campanya,1528,1855,1.26,0.71,Dairy,West
9559,2024-08-01,Campanya,1487,1979,1.25,0.71,Dairy,North
9560,2024-03-02,Campanya,1210,2909,1.17,0.76,Dairy,East
9561,2024-11-23,Campanya,1231,947,1.17,0.7,Dairy,South
9562,2024-06-09,Campanya,1869,1295,1.15,0.74,Dairy,East
9563,2024-03-06,Campanya,1694,1612,1.15,0.7,Dairy,West
9564,2024-10-12,Campanya,1673,1482,1.24,0.63,Dairy,South
9565,2024-08-26,Campanya,1366,2336,1.12,0.7,Dairy,East
9566,2024-01-20,Campanya,1480,1652,1.35,0.71,Dairy,South
9567,2024-07-06,Campanya,1581,2557,1.17,0.72,Dairy,South
9568,2024-03-22,Campanya,1571,326,1.26,0.76,Dairy,West
9569,2024-12-28,Campanya,1178,1907,1.0,0.68,Dairy,North
9570,2024-07-20,Campanya,1483,312,1.1,0.65,Dairy,South
9571,2024-05-11,Campanya,1588,518,1.23,0.78,Dairy,West
9572,2024-02-06,Campanya,1494,1975,1.18,0.68,Dairy,West
9573,2024-05-11,Campanya,1968,1018,1.15,0.71,Dairy,East
9574,2024-03-17,Campanya,1546,876,1.25,0.71,Dairy,South
9575,2024-03-29,Campanya,1929,1653,1.34,0.63,Dairy,West
9576,2024-09-09,Campanya,1015,2368,1.05,0.78,Dairy,North
9577,2024-12-09,Campanya,1465,275,1.24,0.72,Dairy,South
9578,2024-07-12,Campanya,1401,2731,1.11,0.74,Dairy,North
9579,2024-06-24,Campanya,1293,1445,1.23,0.77,Dairy,North
9580,2024-02-02,Campanya,1170,634,1.11,0.7,Dairy,East
9581,2024-02-27,Campanya,1031,2872,1.2,0.74,Dairy,North
9582,2024-07-19,Campanya,1262,1517,1.21,0.71,Dairy,East
9583,2024-01-28,Campanya,1214,1929,1.09,0.75,Dairy,South
9584,2024-02-04,Campanya,1982,1763,1.11,0.69,Dairy,North
9585,2024-05-04,Campanya,1557,423,1.13,0.78,Dairy,South
9586,2024-11-16,Campanya,1188,184,1.0,0.65,Dairy,South
9587,2024-02-11,Campanya,1785,986,1.19,0.77,Dairy,South
9588,2024-03-25,Campanya,1582,211,1.28,0.78,Dairy,East
9589,2024-07-06,Campanya,1807,2775,1.04,0.72,Dairy,East
9590,2024-04-20,Campanya,1599,1048,1.21,0.7,Dairy,South
9591,2024-09-27,Campanya,1845,2897,1.18,0.77,Dairy,West
9592,2024-11-20,Campanya,1945,1521,1.09,0.75,Dairy,North
9593,2024-04-14,Campanya,1260,151,1.33,0.66,Dairy,South
9594,2024-11-15,Campanya,1181,2231,1.25,0.73,Dairy,East
9595,2024-02-10,Campanya,1504,2859,1.26,0.69,Dairy,North
9596,2024-08-02,Campanya,1341,2878,1.15,0.73,Dairy,North
9597,2024-03-11,Campanya,1953,840,1.01,0.74,Dairy,North
9598,2024-02-25,Campanya,1021,2976,1.17,0.67,Dairy,West
9599,2024-08-23,Campanya,1073,524,1.14,0.64,Dairy,West
9600,2024-10-07,Orla,1601,1144,1.37,0.78,Dairy,West
9601,2024-04-14,Orla,1846,1811,1.26,0.87,Dairy,North
9602,2024-06-10,Orla,1165,155,1.39,0.81,Dairy,North
9603,2024-07-09,Orla,1233,2959,1.26,0.87,Dairy,East
9604,2024-01-09,Orla,1374,906,1.35,0.89,Dairy,North
9605,2024-02-29,Orla,1432,754,1.25,0.81,Dairy,South
9606,2024-10-31,Orla,1640,1106,1.3,0.83,Dairy,West
9607,2024-08-12,Orla,1333,1007,1.21,0.85,Dairy,South
9608,2024-11-02,Orla,1803,107,1.31,0.7,Dairy,West
9609,2024-07-06,Orla,1606,2271,1.23,0.77,Dairy,North
9610,2024-03-10,Orla,1539,1881,1.34,0.8,Dairy,South
9611,2024-10-19,Orla,1865,1224,1.35,0.86,Dairy,North
9612,2024-10-13,Orla,1034,1089,1.3,0.73,Dairy,East
9613,2024-06-17,Orla,1443,2982,1.25,0.84,Dairy,South
9614,2024-03-02,Orla,1230,2913,1.33,0.78,Dairy,East
9615,2024-12-14,Orla,1317,1203,1.37,0.83,Dairy,West
9616,2024-01-14,Orla,1342,2178,1.29,0.79,Dairy,East
9617,2024-06-12,Orla,1429,477,1.27,0.79,Dairy,East
9618,2024-09-01,Orla,1875,2477,1.21,0.78,Dairy,South
9619,2024-11-30,Orla,1978,2049,1.32,0.79,Dairy,East
9620,2024-01-08,Orla,1636,1422,1.37,0.87,Dairy,East
9621,2024-06-02,Orla,1465,381,1.4,0.75,Dairy,West
9622,2024-02-05,Orla,1078,1135,1.32,0.74,Dairy,West
9623,2024-02-17,Orla,1892,738,1.2,0.75,Dairy,North
9624,2024-03-25,Orla,1572,2846,1.27,0.78,Dairy,East
9625,2024-01-28,Orla,1448,168,1.38,0.8,Dairy,West
9626,2024-07-14,Orla,1728,2988,1.36,0.81,Dairy,West
9627,2024-07-26,Orla,1281,1938,1.23,0.8,Dairy,South
9628,2024-07-22,Orla,1674,2170,1.44,0.77,Dairy,South
9629,2024-11-02,Orla,1056,436,1.22,0.9,Dairy,North
9630,2024-04-13,Orla,1974,2574,1.27,0.84,Dairy,North
9631,2024-08-17,Orla,1190,2992,1.34,0.77,Dairy,North
9632,2024-04-10,Orla,1643,2356,1.29,0.8,Dairy,West
9633,2024-01-29,Orla,1462,314,1.28,0.86,Dairy,East
9634,2024-05-06,Orla,1041,734,1.3,0.78,Dairy,South
9635,2024-12-03,Orla,1485,522,1.37,0.79,Dairy,South
9636,2024-01-10,Orla,1172,2220,1.43,0.78,Dairy,South
9637,2024-04-15,Orla,1678,2970,1.32,0.86,Dairy,West
9638,2024-06-15,Orla,1249,885,1.26,0.83,Dairy,East
9639,2024-09-13,Orla,1509,1037,1.31,0.77,Dairy,South
9640,2024-10-21,Orla,1501,1871,1.44,0.91,Dairy,West
9641,2024-10-03,Orla,1192,1789,1.36,0.76,Dairy,West
9642,2024-03-05,Orla,1789,1397,1.39,0.8,Dairy,South
